,imageid,Object ID,Parent,X_centroid,Y_centroid,leiden_Res0.3
1,20_6_N3_R3,bac85ba4-5bbd-43cc-8c9d-5aa482c4447b,Cortex/Paracortex,1210.2,1.621,3
3,20_6_N3_R3,e3560c1f-3b7b-4c46-883f-d21180bf041b,Cortex/Paracortex,505.04,1.858,9
4,20_6_N3_R3,05c2d60e-e326-440a-8229-e07d018d47b3,Cortex/Paracortex,2762.4,2.031,3
6,20_6_N3_R3,7ab2c3f5-e30d-4487-a8c5-56dc3309d424,Cortex/Paracortex,2730.2,2.672,8
7,20_6_N3_R3,24d2fdb0-870b-4f8b-b64f-9fc339fb75df,Cortex/Paracortex,399.33,9.462,9
8,20_6_N3_R3,9219da3b-466f-45ba-8edd-9432eb52ca7d,Cortex/Paracortex,2775.2,11.79,8
9,20_6_N3_R3,86110098-061a-46e2-8aa3-57bcfcbd35b4,Cortex/Paracortex,575.35,16.52,9
10,20_6_N3_R3,aa0e3c2f-e645-4d7b-8240-6289d73638f9,Cortex/Paracortex,966.81,18.48,5
11,20_6_N3_R3,225e7162-3dd8-4465-91d3-c390ed54a4aa,Cortex/Paracortex,2819.8,21.06,8
12,20_6_N3_R3,ed22e6f2-1a5a-4f4c-bbd2-5c5b700a5923,Cortex/Paracortex,1281.3,26.69,7
13,20_6_N3_R3,d58cbce4-24b2-4155-8df3-d80e8ebb3a46,Cortex/Paracortex,1149.0,44.33,2
15,20_6_N3_R3,b1d9a8bf-edb6-4e39-a939-c4270273e4ea,Cortex/Paracortex,2823.6,49.32,3
16,20_6_N3_R3,562353de-fb0c-4965-b9e7-59b898b89e60,Cortex/Paracortex,2607.5,62.18,7
17,20_6_N3_R3,bacd42e0-1a11-4cb6-a675-be1d6a937aab,Cortex/Paracortex,2857.5,79.9,3
18,20_6_N3_R3,10ac5b53-131c-4dd1-9a6c-0304503f535f,Cortex/Paracortex,1684.7,85.9,3
19,20_6_N3_R3,1d0db046-4bf5-4852-8981-c87aff523924,Cortex/Paracortex,1294.9,97.54,7
20,20_6_N3_R3,c8a0cc8d-abd0-4ef8-91fd-c219ef15e4ca,Cortex/Paracortex,1482.0,99.98,9
21,20_6_N3_R3,0697c4c7-4bfa-4a9f-801a-09d479fb4c48,Cortex/Paracortex,2875.2,107.91,8
22,20_6_N3_R3,4da4a89d-cb6d-43fc-96ba-faf6313c3507,Cortex/Paracortex,1420.6,110.72,5
23,20_6_N3_R3,eac180be-3406-4845-9f9c-4fb27ccdc214,Cortex/Paracortex,1395.3,121.32,7
24,20_6_N3_R3,60fac459-3714-4558-a5ae-4c43347c861d,Cortex/Paracortex,1328.6,124.52,8
25,20_6_N3_R3,7f0406e5-2b23-4c92-89c1-faec0eedb7bd,Cortex/Paracortex,1145.5,127.75,8
26,20_6_N3_R3,36c0f91d-ccc2-41e7-ab46-90bb482d13d7,Cortex/Paracortex,2887.3,131.53,8
27,20_6_N3_R3,0badb755-1b71-48a9-aaaa-6f55428fc97d,Cortex/Paracortex,1990.4,132.95,3
28,20_6_N3_R3,890fd8aa-4f48-4a68-892d-9a702cc5ca13,Cortex/Paracortex,1379.5,138.74,7
29,20_6_N3_R3,1c9fa76f-2380-4dff-a910-4243e80476ce,Cortex/Paracortex,1261.2,143.73,5
30,20_6_N3_R3,352fb1c8-980f-4c5d-8313-16d331f3fbc7,Cortex/Paracortex,2891.5,148.62,8
31,20_6_N3_R3,caebcb93-9b55-4ca5-891f-7a570cecace2,Cortex/Paracortex,482.98,148.94,7
32,20_6_N3_R3,83e185b9-e5da-43ab-8577-07a507ee4b63,Cortex/Paracortex,1849.5,154.84,2
33,20_6_N3_R3,d65f368d-3c72-4875-bcf0-0e2d7da25c2f,Cortex/Paracortex,881.26,155.77,5
34,20_6_N3_R3,1630d162-7659-43b4-b8ee-6d960cc2205a,Cortex/Paracortex,1695.9,157.16,7
35,20_6_N3_R3,b5f93bdd-1753-40a2-a350-ef0935216fdf,Cortex/Paracortex,1451.7,157.99,9
36,20_6_N3_R3,aeb95e32-bcd7-4403-9a09-d655fe96620d,Cortex/Paracortex,1278.0,160.22,5
37,20_6_N3_R3,9cce4416-e5d9-474b-a30b-4cd2146d4469,Cortex/Paracortex,1961.9,161.75,7
38,20_6_N3_R3,60ac9d7f-620f-4508-bd5f-6ea05a5bef35,Cortex/Paracortex,1042.4,166.08,5
39,20_6_N3_R3,5dfbdc18-63b8-4ff7-8768-c5a108389360,Cortex/Paracortex,510.17,173.29,5
40,20_6_N3_R3,26da28d2-f6bd-4665-b115-1ffbbe351c18,Cortex/Paracortex,2914.0,197.54,3
41,20_6_N3_R3,2b01b808-36d5-46df-9e21-9665e2772e4a,Cortex/Paracortex,1134.4,198.0,3
42,20_6_N3_R3,0b64691e-89e1-4a4d-901b-4fdf08308b2e,Cortex/Paracortex,917.35,204.82,9
43,20_6_N3_R3,78dbcad8-ad60-46b1-8411-6f33a538a488,Cortex/Paracortex,1100.2,204.9,5
44,20_6_N3_R3,3b5d65f0-89ae-4492-aa01-642e3865abb2,Cortex/Paracortex,1055.4,208.87,7
45,20_6_N3_R3,2f2ea974-7674-439f-865b-8866ab91b425,Cortex/Paracortex,1837.8,209.61,7
46,20_6_N3_R3,9709e522-668c-4899-9930-86cd2eac82fa,Cortex/Paracortex,419.62,224.65,8
47,20_6_N3_R3,1c39f41d-c917-4ffe-b9c9-8f00f1fb24ea,Cortex/Paracortex,1246.6,225.97,7
48,20_6_N3_R3,9ad54c08-9f50-4421-ae5f-b54454bebb47,Cortex/Paracortex,1557.7,228.28,9
49,20_6_N3_R3,6bc99385-8b77-4dce-b8d2-9eaaaeee96f6,Cortex/Paracortex,1330.5,241.14,7
51,20_6_N3_R3,b449b1df-fcd6-4115-bd2b-44150b836ba7,Cortex/Paracortex,1630.9,250.71,7
52,20_6_N3_R3,6a5f1e54-760b-4178-a1b8-a1a1e517f849,Cortex/Paracortex,1341.5,262.51,5
53,20_6_N3_R3,1b630c96-3d2a-4d3d-bfdf-6a4493557eff,Cortex/Paracortex,1664.5,270.39,8
54,20_6_N3_R3,ca68f42c-1ce5-4303-bd3b-3ef69bc6be1d,Cortex/Paracortex,1005.7,274.97,3
55,20_6_N3_R3,a004f8eb-63fd-4d97-a828-27d09465f35d,Cortex/Paracortex,1099.0,278.41,9
56,20_6_N3_R3,a1c8fc30-7cb6-4894-9ed4-a8c9be504b58,Cortex/Paracortex,2887.6,280.39,3
57,20_6_N3_R3,ee076e14-95eb-43d1-9afb-66fad2ea2c1e,Cortex/Paracortex,692.59,286.49,7
58,20_6_N3_R3,9aac8a42-403f-48f5-9c88-a1fa1d971bd4,Cortex/Paracortex,1840.6,288.57,8
59,20_6_N3_R3,5f242d78-927e-4eec-a916-94c02ca5f573,Cortex/Paracortex,473.44,290.4,7
60,20_6_N3_R3,92099b59-4e98-47f3-8f06-3a36b5824c88,Cortex/Paracortex,2378.7,298.91,7
61,20_6_N3_R3,a0c03d65-5d0e-449c-b88f-f290b8508d15,Cortex/Paracortex,2415.6,316.68,8
62,20_6_N3_R3,e436a595-8e1c-4423-b4b1-bc221224e69b,Cortex/Paracortex,847.28,319.38,7
63,20_6_N3_R3,9c1df435-9f56-4a6f-aae9-5609b103a6c8,Cortex/Paracortex,1046.3,325.51,9
64,20_6_N3_R3,b45d3005-9e48-441b-b249-e8e2e6208000,Cortex/Paracortex,1213.9,326.71,3
65,20_6_N3_R3,1378f86f-56fa-4452-b43f-e368a9e62ea2,Cortex/Paracortex,1573.6,328.13,7
66,20_6_N3_R3,e8aacf53-22d6-4c45-a04f-2a6db464e42b,Cortex/Paracortex,1035.8,342.05,5
67,20_6_N3_R3,6da5a8b3-a3d2-4137-b292-c0e1fdfc3c28,Cortex/Paracortex,1115.5,347.09,5
68,20_6_N3_R3,b5a26309-3bc1-4663-b0c9-6ffd1d67c1ed,Cortex/Paracortex,1283.4,350.35,9
69,20_6_N3_R3,01308b54-aeee-475c-9f4e-6ebbfca8a8b1,Cortex/Paracortex,1485.0,354.37,7
70,20_6_N3_R3,5fbaa504-2568-40d8-a0fe-d7f6ea3a9a38,Cortex/Paracortex,1202.8,356.4,3
71,20_6_N3_R3,e221068d-3cad-4494-8beb-699be8c89615,Cortex/Paracortex,851.15,358.1,3
73,20_6_N3_R3,1fbaf2c8-1d29-494a-bce7-a3a2cdbecd36,Cortex/Paracortex,3101.1,370.95,8
74,20_6_N3_R3,ee0fd493-88ac-4fe0-86df-d7317e4a7b71,Cortex/Paracortex,2363.2,373.85,5
75,20_6_N3_R3,d29009cd-cf5a-4015-8ea5-f2fec2ba416d,Cortex/Paracortex,1597.4,376.74,2
76,20_6_N3_R3,03237a52-a662-40b0-80ee-d7ec9887610a,Cortex/Paracortex,3173.2,384.07,3
78,20_6_N3_R3,1e3574e5-a45d-4ead-affd-aa96531a7f07,Cortex/Paracortex,2807.2,387.04,9
79,20_6_N3_R3,48c9a32e-6ff8-4050-93b1-c69df7b87ac0,Cortex/Paracortex,777.94,392.07,5
80,20_6_N3_R3,9c252bfe-2cae-4489-b09f-d9f29e6ac030,Cortex/Paracortex,2850.1,394.6,3
81,20_6_N3_R3,bf1cda24-ce63-43be-a592-b6afea3c5511,Cortex/Paracortex,1656.3,394.83,7
82,20_6_N3_R3,b43bba62-bab4-4ed8-a792-cc6d80885ec2,Cortex/Paracortex,1124.3,397.81,3
84,20_6_N3_R3,8e8bf730-28b3-47e3-88cc-8e0a74cc6a63,Cortex/Paracortex,2438.0,400.32,5
85,20_6_N3_R3,a08baf74-8c6e-49ac-be70-eab1141496d8,Cortex/Paracortex,1867.2,409.97,7
86,20_6_N3_R3,a9a86fe4-54dc-4bd2-95a1-27e7a4e0a329,Cortex/Paracortex,3300.1,415.58,8
87,20_6_N3_R3,73b62821-3809-428f-a939-431853aae864,Cortex/Paracortex,1787.8,418.15,8
88,20_6_N3_R3,5d0a304d-9aa1-4467-b2d5-ecf1302339c7,Cortex/Paracortex,1040.0,419.87,3
89,20_6_N3_R3,ffc763ea-115f-4120-9485-3b2995e0bfe5,Cortex/Paracortex,3298.8,429.22,8
90,20_6_N3_R3,73a870ef-9210-46b4-9ec8-841327067fe6,Cortex/Paracortex,1450.1,431.81,7
91,20_6_N3_R3,8a20e19f-7528-41e4-bb3a-cfd5c9ef11ac,Cortex/Paracortex,1847.9,441.74,7
92,20_6_N3_R3,5e4b403c-12ae-4b64-98ee-8bb590aedfcf,Cortex/Paracortex,2117.2,443.22,8
93,20_6_N3_R3,1c8af332-22d6-4fe4-b551-cebb353a4c53,Cortex/Paracortex,2322.0,446.39,7
94,20_6_N3_R3,18f73e24-a720-44d3-99bc-554e843be7e6,Cortex/Paracortex,3319.5,448.82,3
96,20_6_N3_R3,feb10863-3b59-46a9-8a48-7151fc8564f1,Cortex/Paracortex,75.44,460.28,8
97,20_6_N3_R3,2b4ec0bd-1b5d-4a1b-b93d-af4617a99d47,Cortex/Paracortex,1924.4,462.11,7
98,20_6_N3_R3,ec00fc22-a21a-43cc-af92-487720ecadd9,Cortex/Paracortex,3020.7,467.87,7
99,20_6_N3_R3,98f64010-2bbc-436c-81cc-73f29b60db39,Cortex/Paracortex,2089.4,468.98,3
101,20_6_N3_R3,3819457f-55a6-4f27-9159-e068adad1f01,Cortex/Paracortex,311.82,473.78,7
102,20_6_N3_R3,5b1d7051-d569-4c47-93ee-a95a701c1098,Cortex/Paracortex,508.49,473.91,9
103,20_6_N3_R3,823020af-a708-4165-8d0a-f77ba60186c8,Cortex/Paracortex,106.12,478.54,8
104,20_6_N3_R3,ecc2b975-fca2-48ff-b6ab-db613c605d65,Cortex/Paracortex,2981.4,478.88,2
105,20_6_N3_R3,9495d2b8-9dff-4933-88d2-52f2a0465054,Cortex/Paracortex,139.11,486.39,8
106,20_6_N3_R3,3976d535-e8d0-4982-b3ca-c5e17fbc34da,Cortex/Paracortex,831.77,488.12,5
107,20_6_N3_R3,74caca6a-aa3b-40bd-ad84-edbce49d552d,Cortex/Paracortex,133.21,491.76,8
108,20_6_N3_R3,91a48311-a307-473e-ad77-75b0fba7002f,Cortex/Paracortex,3304.9,494.75,8
110,20_6_N3_R3,fadc757b-0207-4a15-893b-cab176da2b0f,Cortex/Paracortex,3424.4,500.11,8
111,20_6_N3_R3,d5e71a3b-e02c-40ea-a807-2466d97789a0,Cortex/Paracortex,2887.9,500.95,8
112,20_6_N3_R3,0badb83c-8007-4408-915c-856fb77af38b,Cortex/Paracortex,177.22,501.59,8
113,20_6_N3_R3,34aba062-af01-493d-a972-7a34a4ecd90d,Cortex/Paracortex,3268.4,510.14,5
114,20_6_N3_R3,be07d2d6-a37b-4430-966e-e6dc5634744f,Cortex/Paracortex,1064.3,514.07,7
115,20_6_N3_R3,e43246f9-105a-42ee-9d70-6457c742d126,Cortex/Paracortex,2172.1,519.68,8
116,20_6_N3_R3,52bd472e-0e1d-424e-a9ac-378e43749dd5,Cortex/Paracortex,3580.9,527.04,9
117,20_6_N3_R3,1adc7c3a-9fd2-44af-8d9a-0cb89dd1dad1,Cortex/Paracortex,3499.9,528.74,8
118,20_6_N3_R3,c6ae58ed-51a4-4d27-ad68-b1c667917804,Cortex/Paracortex,160.83,531.44,8
119,20_6_N3_R3,bd78ae97-6cda-4a0f-9140-52a4e9b7c689,Cortex/Paracortex,495.42,535.76,7
120,20_6_N3_R3,27f28021-f49c-4fad-8ab9-08fa828afa00,Cortex/Paracortex,105.02,537.06,3
121,20_6_N3_R3,dd445624-947b-4c70-9014-3e9394337cf7,Cortex/Paracortex,139.4,543.55,8
122,20_6_N3_R3,46741502-1620-40c4-9c21-c6f3badf7bb2,Cortex/Paracortex,557.44,546.55,3
123,20_6_N3_R3,fe5b57fb-4e4f-4115-bfe3-181a478d6c81,Cortex/Paracortex,3467.9,546.82,3
124,20_6_N3_R3,46c32e1a-b3d4-4236-a9aa-d0d5993965c6,Cortex/Paracortex,3446.7,547.57,8
125,20_6_N3_R3,592fbc70-a9cf-4cb6-8beb-0289f5e7203f,Cortex/Paracortex,2866.5,548.44,7
126,20_6_N3_R3,a602b0ca-c74a-4177-b1dd-6330d6972caf,Cortex/Paracortex,3489.8,550.08,3
127,20_6_N3_R3,73979410-c330-4bb1-8fd6-a4e4b2b06072,Cortex/Paracortex,482.88,551.4,7
129,20_6_N3_R3,2c1cfce4-57d3-4e38-be49-e1d92af4d4fe,Cortex/Paracortex,3665.2,558.5,3
130,20_6_N3_R3,605994b9-0450-4b20-89fb-3b63c918a101,Cortex/Paracortex,3431.8,561.4,3
131,20_6_N3_R3,8b59881b-cb5f-4926-b17f-4f1133a879ee,Cortex/Paracortex,1002.6,565.03,3
132,20_6_N3_R3,46e65e1e-812b-4c76-a5b7-ad271a8e4093,Cortex/Paracortex,116.78,567.38,8
133,20_6_N3_R3,d9e10531-87c9-46ca-8ee0-20eee2d9d8c7,Cortex/Paracortex,1065.4,568.85,3
134,20_6_N3_R3,cf7280a3-2f51-4bb2-b54a-235a6e27e4cb,Cortex/Paracortex,1020.8,570.76,5
135,20_6_N3_R3,4e6f284b-4292-4aa2-842f-8e2f3a5945a3,Cortex/Paracortex,1116.7,576.1,5
136,20_6_N3_R3,01ce772b-7b88-4668-940f-eb118284ccc9,Cortex/Paracortex,115.23,579.62,8
138,20_6_N3_R3,5343aa6c-69f9-40c1-af7e-5524752dffa5,Cortex/Paracortex,2447.4,581.2,7
139,20_6_N3_R3,35d3487f-16c9-4f2b-9d29-97feb1db5537,Cortex/Paracortex,3740.2,582.84,3
140,20_6_N3_R3,125d8284-6fca-48d5-9a86-07be703ad89b,Cortex/Paracortex,1309.5,583.64,5
141,20_6_N3_R3,41e48c71-3450-48db-85c0-9eaca130b8be,Cortex/Paracortex,3479.2,589.13,3
143,20_6_N3_R3,303a16fd-a1cb-4e47-bf7d-1262475d44a1,Cortex/Paracortex,129.31,595.42,8
144,20_6_N3_R3,7b1705df-d73d-4bab-94cb-4c2af3da3519,Cortex/Paracortex,3511.4,596.73,8
145,20_6_N3_R3,444c9b63-dd56-4902-b6c0-be8bbbaec7aa,Cortex/Paracortex,3565.0,598.82,8
146,20_6_N3_R3,262b1791-526b-41b9-8303-5d785df2c4ba,Cortex/Paracortex,791.89,600.96,8
147,20_6_N3_R3,d0536ac0-6468-4959-a824-1ea044a92c7e,Cortex/Paracortex,3536.7,607.7,8
148,20_6_N3_R3,2ff818f3-8021-49f1-8210-c297cce2a2b0,Cortex/Paracortex,850.13,609.98,7
149,20_6_N3_R3,2af25fe7-d9f3-4021-8753-58fe98baddb7,Cortex/Paracortex,3582.2,611.7,3
150,20_6_N3_R3,fa7e3b8b-6bea-40bb-9c15-5f2338af6fab,Cortex/Paracortex,938.18,613.45,9
151,20_6_N3_R3,6067c780-2c3a-4727-aed8-006327b3b9e7,Cortex/Paracortex,2240.5,615.88,5
152,20_6_N3_R3,c5fd93b9-c1df-45ab-b688-74f12720d0d1,Cortex/Paracortex,137.83,617.88,8
156,20_6_N3_R3,5a03e01b-0d4b-43fb-a4c2-c00f28dafb1f,Cortex/Paracortex,781.11,637.63,8
157,20_6_N3_R3,66c5646a-6d8d-4271-91fa-39f6cadb9f90,Cortex/Paracortex,710.27,638.95,3
158,20_6_N3_R3,c96a2110-ead3-4f0a-bd6b-75820372ab8e,Cortex/Paracortex,2857.1,639.36,9
159,20_6_N3_R3,dd031404-6f44-4876-8822-bacf1c88d938,Cortex/Paracortex,2924.2,641.99,9
160,20_6_N3_R3,a081998b-c8b2-4c03-914d-c9311f20887e,Cortex/Paracortex,148.66,642.14,8
161,20_6_N3_R3,70502ab1-9bfd-4c8e-8704-be05d37a40e8,Cortex/Paracortex,269.2,645.47,3
162,20_6_N3_R3,6b5c872f-e1b6-43f1-a5ee-fc6e80248032,Cortex/Paracortex,2450.3,646.49,5
163,20_6_N3_R3,7296e74b-df6e-4e52-958f-2da8aaf13d8c,Cortex/Paracortex,605.42,648.85,3
164,20_6_N3_R3,3b576659-c95d-421c-b744-ff35bc2e0b3b,Cortex/Paracortex,619.3,649.13,8
165,20_6_N3_R3,a1da71b3-af7c-433f-a942-abdd4d22da0f,Cortex/Paracortex,166.15,649.24,8
167,20_6_N3_R3,61223549-6236-4827-b69f-673fa073ad65,Cortex/Paracortex,1447.6,658.38,7
168,20_6_N3_R3,0cee7b3e-0a67-427a-8081-56207bded7e1,Cortex/Paracortex,1188.4,660.28,3
169,20_6_N3_R3,e015ae85-4be7-4ca1-8df8-6d5f3acd94a9,Cortex/Paracortex,634.92,661.08,3
170,20_6_N3_R3,2d5d4938-f9a8-4d13-b3ee-db6f9807713f,Cortex/Paracortex,2451.4,661.55,8
171,20_6_N3_R3,450f1b50-d65b-4657-91c7-f702b5bb05c6,Cortex/Paracortex,351.71,670.43,3
173,20_6_N3_R3,39e4cb96-8172-4893-8532-0af82dc28075,Cortex/Paracortex,2401.0,673.81,7
174,20_6_N3_R3,4e3a9d10-f81d-461c-b2ed-2163bd33685b,Cortex/Paracortex,2439.4,680.42,3
175,20_6_N3_R3,9720bb02-39e2-4eec-8985-f0f7825d688c,Cortex/Paracortex,1484.0,683.73,5
176,20_6_N3_R3,52786883-0618-4c39-8a5c-8c2c13c1a74b,Cortex/Paracortex,395.04,687.64,8
178,20_6_N3_R3,015f516d-9661-4271-ba40-d17b791f0d50,Cortex/Paracortex,1216.4,691.37,7
179,20_6_N3_R3,c8cbbb8a-8710-439b-a9e2-0140703d14e9,Cortex/Paracortex,738.55,693.9,8
180,20_6_N3_R3,edcf491b-6301-481f-9948-3a37504b5612,Cortex/Paracortex,2037.5,697.5,5
181,20_6_N3_R3,99b7f3a4-82c1-46d8-9749-1ac68b9558b2,Cortex/Paracortex,1458.9,703.75,5
182,20_6_N3_R3,8f63d961-4188-4f84-a38f-b94ec7af7246,Cortex/Paracortex,2933.0,704.48,5
183,20_6_N3_R3,cf00d89a-bee3-443b-b122-5ff57e90cc01,Cortex/Paracortex,224.59,706.28,8
184,20_6_N3_R3,d1ffdbb6-3005-4bf3-8ddd-d7311e436254,Cortex/Paracortex,274.51,720.8,3
185,20_6_N3_R3,9d8fcfcb-7f81-4f88-a86f-c2faed02823c,Cortex/Paracortex,242.85,721.71,7
186,20_6_N3_R3,e7edb0c8-b9d1-4308-a5f6-e3f7f4b1a80d,Cortex/Paracortex,744.3,727.56,3
187,20_6_N3_R3,cdc53892-d151-4982-8f3f-13c629732ba7,Cortex/Paracortex,2868.8,731.57,9
188,20_6_N3_R3,1f8a1cef-5bd7-4d47-9bd9-3d9dd9d88ddf,Cortex/Paracortex,2142.3,732.74,5
190,20_6_N3_R3,e8e23ba3-99dd-49a4-a856-ff5de738dd61,Cortex/Paracortex,250.26,735.48,8
191,20_6_N3_R3,c1bc113a-3bc4-44dd-a36e-7446c3dbc231,Cortex/Paracortex,224.35,739.36,3
192,20_6_N3_R3,b57f2792-70f2-4f69-9108-b07ce83969c2,Cortex/Paracortex,476.62,741.18,8
193,20_6_N3_R3,c4b0ae76-7c92-49dd-b5a8-d927ebcf6f0d,Cortex/Paracortex,2916.3,745.32,3
194,20_6_N3_R3,c44f097c-cc93-4593-a65c-a6b537881cba,Cortex/Paracortex,744.82,746.16,9
195,20_6_N3_R3,f97e4e09-6edb-4c09-bb2b-6732b9e32047,Cortex/Paracortex,259.06,746.96,3
196,20_6_N3_R3,8fcc6194-7698-49fc-9356-4bc1ce019ef7,Cortex/Paracortex,1455.0,748.15,7
197,20_6_N3_R3,24ac57a3-7b45-48c4-9406-f4d68c8e785f,Cortex/Paracortex,780.37,750.47,3
198,20_6_N3_R3,0821af46-0baf-40fa-84a2-b441eb422ba4,Cortex/Paracortex,1391.1,758.69,5
199,20_6_N3_R3,f0ffbd37-903b-4f6a-b5ac-05e6503c675f,Cortex/Paracortex,2059.7,760.07,7
200,20_6_N3_R3,bf446966-3fe7-4aa2-ac3a-980a3e4bc6a3,Cortex/Paracortex,823.68,761.84,8
201,20_6_N3_R3,b6574731-c5a9-462c-bb77-9b5b7ac349bc,Cortex/Paracortex,763.02,764.03,8
202,20_6_N3_R3,32cb8f5e-577d-4ff2-b6fd-6ac65d3e87d8,Cortex/Paracortex,294.75,764.19,3
203,20_6_N3_R3,ba234568-93e9-42aa-b491-7b91d6373fe9,Cortex/Paracortex,650.24,765.44,8
204,20_6_N3_R3,fcbd88a8-aaae-4fa1-9adc-595b6494c142,Cortex/Paracortex,796.27,772.5,8
205,20_6_N3_R3,d29e572d-9783-4458-9544-daeb76aa06ae,Cortex/Paracortex,1419.9,773.97,7
206,20_6_N3_R3,8e2d5e2d-0956-445b-b784-2773c1c6c6ec,Cortex/Paracortex,703.39,781.37,8
207,20_6_N3_R3,03519c19-9740-4bfb-a0ac-64d3e82be2c5,Cortex/Paracortex,2897.6,784.35,5
208,20_6_N3_R3,5be8d914-6f6b-4fd9-896e-3e5eca76927a,Cortex/Paracortex,2923.2,789.96,3
209,20_6_N3_R3,474266a9-0300-4692-90ad-1d7dbfc65cc0,Cortex/Paracortex,1358.2,799.61,3
210,20_6_N3_R3,12dc36e3-41cb-4bfc-b224-9b1b88faa126,Cortex/Paracortex,1418.4,803.36,3
211,20_6_N3_R3,06d8fe12-7f91-4995-a72b-191a23323ace,Cortex/Paracortex,832.97,805.61,8
212,20_6_N3_R3,bc603288-c2d3-4eb6-966d-14cf68052d9a,Cortex/Paracortex,821.05,806.58,8
215,20_6_N3_R3,c4aa6f25-131d-48ca-982f-de1630d5eae5,Cortex/Paracortex,2142.7,811.94,7
216,20_6_N3_R3,2c56d348-089b-46c5-b0b6-49aec8000af2,Cortex/Paracortex,632.82,813.09,8
217,20_6_N3_R3,c2357b74-23d4-4367-8c14-47258451cf2b,Cortex/Paracortex,2299.5,817.31,7
218,20_6_N3_R3,30f90ea0-d596-4d7c-b3be-a9c1544b6db0,Cortex/Paracortex,2069.7,823.76,9
220,20_6_N3_R3,6320b110-09eb-4aa9-a443-1ac44b007c2a,Cortex/Paracortex,771.28,829.06,3
221,20_6_N3_R3,139dcfc9-54c0-44f8-afc2-0910b6655baa,Cortex/Paracortex,924.95,844.4,8
222,20_6_N3_R3,971ef8db-f6fc-4ed2-bded-e2f8cdc03871,Cortex/Paracortex,2204.7,846.26,5
223,20_6_N3_R3,235c8d92-7d4a-4b0d-bddf-71b4fed8c527,Cortex/Paracortex,721.55,848.49,3
225,20_6_N3_R3,230d30c8-0860-4a22-8653-3dc6b4abd631,Cortex/Paracortex,2789.2,870.39,3
226,20_6_N3_R3,4b769559-8ed7-43d5-89e7-6e02a221e8e9,Cortex/Paracortex,698.43,872.31,3
227,20_6_N3_R3,e3112718-8542-4f0b-909b-83b1deb923cf,Cortex/Paracortex,2403.7,872.69,7
228,20_6_N3_R3,5063c59e-ce47-40ab-99db-9ebd9f25b3d2,Cortex/Paracortex,726.65,876.02,8
229,20_6_N3_R3,f55bceaf-67a2-47d9-bcac-3ace8a618e54,Cortex/Paracortex,776.86,877.45,3
230,20_6_N3_R3,84e1ddb6-3148-465b-a9e4-3d57bd516ca8,Cortex/Paracortex,747.56,878.55,8
231,20_6_N3_R3,e9477e9b-1415-4c36-8347-d7471af1dbf7,Cortex/Paracortex,1992.5,878.79,5
232,20_6_N3_R3,f9143086-b089-4844-9ce3-741e1c89f13a,Cortex/Paracortex,2177.7,883.29,8
233,20_6_N3_R3,ea6d2c29-4269-47f5-8981-f238a5761878,Cortex/Paracortex,2214.3,898.22,8
234,20_6_N3_R3,86287586-2043-4488-aac5-43c716d8819e,Cortex/Paracortex,2805.3,910.05,3
235,20_6_N3_R3,bb49ae8f-b545-46bf-888f-75b2f2fca722,Cortex/Paracortex,2478.4,910.15,3
236,20_6_N3_R3,f0127bd0-cb12-498c-bbea-66c83f8e89f2,Cortex/Paracortex,1732.4,911.86,8
237,20_6_N3_R3,5a0f7434-048c-43db-991b-19df0e54db1e,Cortex/Paracortex,2034.3,912.8,9
238,20_6_N3_R3,40deaec5-5a12-4aa6-9ece-89f339972d7e,Cortex/Paracortex,2556.5,914.11,3
239,20_6_N3_R3,1c7a267c-bd7d-491f-bd9f-b217d36bcaaa,Cortex/Paracortex,2754.4,914.9,8
240,20_6_N3_R3,7b475463-d7e2-4a4f-b8bc-1f10310e9c06,Cortex/Paracortex,741.84,916.73,3
241,20_6_N3_R3,f32e395a-7f7a-4e1e-bedb-115f9605031f,Cortex/Paracortex,723.02,919.4,3
242,20_6_N3_R3,ead4ef47-e1f9-43f1-9c69-9b962566c2e7,Cortex/Paracortex,2447.4,923.52,7
243,20_6_N3_R3,490d9f61-e64d-4157-b344-b3ed73f320f0,Cortex/Paracortex,1640.4,926.37,7
244,20_6_N3_R3,21109d6f-d844-46e8-aafc-5703433cfffe,Cortex/Paracortex,576.96,926.73,8
245,20_6_N3_R3,e0a2019e-b127-44b2-893e-e75aa3ca9930,Cortex/Paracortex,2745.3,931.73,3
246,20_6_N3_R3,6ffb77e4-8569-402a-b493-dd792a7a48c8,Cortex/Paracortex,606.9,934.61,3
247,20_6_N3_R3,32325747-cea1-4fde-b3b0-0bb88287c9dc,Cortex/Paracortex,1365.8,939.2,9
248,20_6_N3_R3,4af2c86c-5934-4ffe-bb8b-d1475e90e67c,Cortex/Paracortex,758.33,939.47,8
249,20_6_N3_R3,a6c01164-1487-41ce-8457-ae2bcd13f269,Cortex/Paracortex,729.15,939.69,8
251,20_6_N3_R3,db1b3d31-2090-4776-b796-7ac0d421ad4f,Cortex/Paracortex,2706.2,942.0,7
252,20_6_N3_R3,a3a5f3d6-310f-4314-923c-24dca61cc4ea,Cortex/Paracortex,1508.5,969.25,7
253,20_6_N3_R3,4b815061-77e7-452d-8d36-4189bd2498f1,Cortex/Paracortex,756.36,969.7,8
